Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Product ID,Sales,Quantity,Discount,Profit,Cost of Sale,RegionManager,Returned
8566,CA-2020-134110,2020-11-17,2020-11-18,First Class,BG-11035,Barry Gonzalez,Consumer,United States,The Colony,Texas,75056,Central,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",OFF-PA-10000697,15.232,4,0.2,5.5216,55.4064,Roxanne Rodriguez,FALSE
8567,US-2020-136581,2020-11-10,2020-11-12,First Class,SV-20365,Seth Vernon,Consumer,United States,Troy,Ohio,45373,East,Office Supplies,Paper,Xerox 227,OFF-PA-10002787,31.104,6,0.2,10.8864,175.7376,Chuck Magee,FALSE
8568,CA-2020-162390,2020-12-06,2020-12-12,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,11550,East,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,OFF-BI-10004318,968.744,7,0.2,314.8418,6466.3662,Chuck Magee,FALSE
8569,CA-2020-162390,2020-12-06,2020-12-12,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,11550,East,Office Supplies,Binders,Trimflex Flexible Post Binders,OFF-BI-10001721,222.352,13,0.2,77.8232,2812.7528,Chuck Magee,FALSE
8570,CA-2020-162390,2020-12-06,2020-12-12,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,11550,East,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,TEC-CO-10004202,479.984,2,0.2,89.997,869.971,Chuck Magee,FALSE
8571,CA-2020-162222,2020-04-03,2020-04-03,Same Day,SR-20740,Steven Roelle,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,Xerox 1962,OFF-PA-10003893,10.272,3,0.2,3.21,27.606,Roxanne Rodriguez,FALSE
8572,CA-2018-121629,2018-11-28,2018-12-02,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Houston,Texas,77041,Central,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,TEC-MA-10004679,998.85,5,0.4,-199.77,5194.02,Roxanne Rodriguez,FALSE
8573,CA-2019-164623,2019-10-20,2019-10-22,First Class,MS-17770,Maxwell Schwartz,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,Easy-staple paper,OFF-PA-10004947,24.56,2,0,11.5432,37.5768,Chuck Magee,FALSE
8574,CA-2018-159849,2018-09-19,2018-09-19,Same Day,JK-15640,Jim Kriz,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,OFF-FA-10000053,5.67,3,0,0.1134,16.8966,Sadie Pawthorne,FALSE
8575,CA-2021-101273,2021-08-27,2021-08-30,Second Class,ST-20530,Shui Tom,Consumer,United States,Port Saint Lucie,Florida,34952,South,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,OFF-AP-10000804,14.336,4,0.2,0.896,56.448,Fred Suzuki,TRUE
8576,CA-2021-106747,2021-07-03,2021-07-04,First Class,TS-21505,Tony Sayre,Consumer,United States,Concord,New Hampshire,3301,East,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,FUR-FU-10004188,102.3,1,0,26.598,75.702,Chuck Magee,FALSE
8577,CA-2021-146164,2021-12-22,2021-12-26,Standard Class,CM-12190,Charlotte Melton,Consumer,United States,Rochester,Minnesota,55901,Central,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",FUR-TA-10004915,607.52,2,0,97.2032,1117.8368,Roxanne Rodriguez,FALSE
8578,CA-2021-146164,2021-12-22,2021-12-26,Standard Class,CM-12190,Charlotte Melton,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,OFF-ST-10004999,31.16,2,0,7.79,54.53,Roxanne Rodriguez,FALSE
8579,CA-2020-111605,2020-12-27,2021-01-02,Standard Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Labels,Avery 479,OFF-LA-10002368,2.61,1,0,1.2006,1.4094,Fred Suzuki,FALSE
8580,CA-2018-130673,2018-05-20,2018-05-22,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,78666,Central,Furniture,Furnishings,Contemporary Borderless Frame,FUR-FU-10003489,10.332,3,0.6,-5.9409,36.9369,Roxanne Rodriguez,FALSE
8581,CA-2018-130673,2018-05-20,2018-05-22,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,78666,Central,Office Supplies,Paper,Xerox 213,OFF-PA-10000289,10.368,2,0.2,3.6288,17.1072,Roxanne Rodriguez,FALSE
8582,CA-2018-130673,2018-05-20,2018-05-22,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,78666,Central,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,TEC-AC-10004227,20.784,2,0.2,-3.6372,45.2052,Roxanne Rodriguez,FALSE
8583,CA-2018-130673,2018-05-20,2018-05-22,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,78666,Central,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,OFF-ST-10000636,66.96,5,0.2,-13.392,348.192,Roxanne Rodriguez,FALSE
8584,CA-2018-104808,2018-02-04,2018-02-08,Second Class,MH-17440,Mark Haberlin,Corporate,United States,Escondido,California,92025,West,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",OFF-BI-10003676,17.248,2,0.2,6.0368,28.4592,Sadie Pawthorne,FALSE
8585,US-2021-132927,2021-12-09,2021-12-15,Standard Class,RD-19720,Roger Demir,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",OFF-BI-10001116,11.088,7,0.7,-8.1312,85.7472,Chuck Magee,FALSE
8586,CA-2021-162015,2021-07-11,2021-07-18,Standard Class,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,Logitech?P710e Mobile Speakerphone,TEC-AC-10005003,1287.45,5,0,244.6155,6192.6345,Sadie Pawthorne,TRUE
8587,CA-2021-162015,2021-07-11,2021-07-18,Standard Class,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,OFF-AP-10003040,168.1,5,0,43.706,796.794,Sadie Pawthorne,TRUE
8588,CA-2019-138492,2019-05-15,2019-05-22,Standard Class,FC-14335,Fred Chung,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,OFF-ST-10002583,51.968,2,0.2,-10.3936,114.3296,Chuck Magee,FALSE
8589,CA-2021-145338,2021-01-29,2021-02-01,First Class,BD-11770,Bryan Davis,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",OFF-AR-10002053,4.768,2,0.2,0.4768,9.0592,Chuck Magee,FALSE
8590,CA-2021-126676,2021-09-29,2021-10-01,First Class,FH-14365,Fred Hopkins,Corporate,United States,Hempstead,New York,11550,East,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,OFF-EN-10004846,7.98,3,0,3.9102,20.0298,Chuck Magee,FALSE
8591,CA-2021-101700,2021-04-23,2021-04-26,First Class,SO-20335,Sean O'Donnell,Consumer,United States,Greeley,Colorado,80634,West,Office Supplies,Envelopes,Staple envelope,OFF-EN-10004773,18.688,2,0.2,7.008,30.368,Sadie Pawthorne,TRUE
8592,CA-2021-101700,2021-04-23,2021-04-26,First Class,SO-20335,Sean O'Donnell,Consumer,United States,Greeley,Colorado,80634,West,Furniture,Furnishings,"Eldon Im??ge Series Desk Accessories, Clear",FUR-FU-10001025,11.664,3,0.2,3.3534,31.6386,Sadie Pawthorne,TRUE
8593,CA-2021-159667,2021-11-09,2021-11-13,Standard Class,PM-19135,Peter McVee,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,TEC-AC-10002567,191.976,3,0.2,38.3952,537.5328,Fred Suzuki,FALSE
8594,CA-2021-159667,2021-11-09,2021-11-13,Standard Class,PM-19135,Peter McVee,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Phones,Motorola L703CM,TEC-PH-10004094,499.168,4,0.2,31.198,1965.474,Fred Suzuki,FALSE
8595,CA-2018-111934,2018-05-05,2018-05-07,First Class,GD-14590,Giulietta Dortch,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,Storex Dura Pro Binders,OFF-BI-10004364,11.88,2,0,5.346,18.414,Fred Suzuki,FALSE
8596,CA-2018-111934,2018-05-05,2018-05-07,First Class,GD-14590,Giulietta Dortch,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Paper,Easy-staple paper,OFF-PA-10004947,35.44,1,0,16.6568,18.7832,Fred Suzuki,FALSE
8597,US-2020-117387,2020-10-27,2020-10-31,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,Avery Legal 4-Ring Binder,OFF-BI-10004308,67.136,4,0.2,25.176,243.368,Sadie Pawthorne,FALSE
8598,CA-2018-141110,2018-11-26,2018-12-01,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Fresno,California,93727,West,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,OFF-BI-10002012,4.32,3,0.2,1.512,11.448,Sadie Pawthorne,FALSE
8599,CA-2018-141110,2018-11-26,2018-12-01,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Fresno,California,93727,West,Office Supplies,Paper,Xerox 1970,OFF-PA-10002586,14.94,3,0,7.0218,37.7982,Sadie Pawthorne,FALSE
8600,CA-2018-141110,2018-11-26,2018-12-01,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Fresno,California,93727,West,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,OFF-AP-10000692,40.54,2,0,11.3512,69.7288,Sadie Pawthorne,FALSE
8601,CA-2018-141110,2018-11-26,2018-12-01,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Fresno,California,93727,West,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,OFF-BI-10001553,7.312,1,0.2,2.5592,4.7528,Sadie Pawthorne,FALSE
8602,US-2018-133949,2018-12-31,2018-12-31,Same Day,JL-15175,James Lanier,Home Office,United States,Reno,Nevada,89502,West,Technology,Phones,Panasonic KX TS3282W Corded phone,TEC-PH-10004908,475.944,7,0.2,59.493,3272.115,Sadie Pawthorne,FALSE
8603,US-2020-116365,2020-01-03,2020-01-08,Standard Class,CA-12310,Christine Abelman,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Accessories,Imation?Clip USB?flash drive?- 8 GB,TEC-AC-10002217,30.08,2,0.2,-5.264,65.424,Roxanne Rodriguez,FALSE
8604,US-2020-116365,2020-01-03,2020-01-08,Standard Class,CA-12310,Christine Abelman,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,TEC-AC-10002942,165.6,3,0.2,-6.21,503.01,Roxanne Rodriguez,FALSE
8605,US-2020-116365,2020-01-03,2020-01-08,Standard Class,CA-12310,Christine Abelman,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Phones,AT&T 17929 Lendline Telephone,TEC-PH-10002890,180.96,5,0.2,13.572,891.228,Roxanne Rodriguez,FALSE
8606,CA-2021-162936,2021-08-18,2021-08-22,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,New Bedford,Massachusetts,2740,East,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",TEC-AC-10003614,23.18,2,0,7.6494,38.7106,Chuck Magee,FALSE
8607,CA-2018-151946,2018-06-04,2018-06-09,Standard Class,BT-11440,Bobby Trafton,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",FUR-FU-10002878,56.96,2,0,21.0752,92.8448,Chuck Magee,FALSE
8608,CA-2018-151946,2018-06-04,2018-06-09,Standard Class,BT-11440,Bobby Trafton,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",OFF-AP-10001626,15.56,4,0,4.0456,58.1944,Chuck Magee,FALSE
8609,CA-2018-151946,2018-06-04,2018-06-09,Standard Class,BT-11440,Bobby Trafton,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,FUR-BO-10003272,353.568,2,0.2,-44.196,751.332,Chuck Magee,FALSE
8610,CA-2018-151946,2018-06-04,2018-06-09,Standard Class,BT-11440,Bobby Trafton,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,FUR-FU-10002191,13.96,2,0,6.7008,21.2192,Chuck Magee,FALSE
8611,CA-2021-123624,2021-11-13,2021-11-17,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Oxnard,California,93030,West,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,TEC-AC-10000682,82.95,5,0,29.0325,385.7175,Sadie Pawthorne,FALSE
8612,CA-2020-146437,2020-01-28,2020-02-01,Second Class,HG-14965,Henry Goldwyn,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Art,Newell 345,OFF-AR-10000588,39.68,2,0,10.3168,69.0432,Sadie Pawthorne,FALSE
8613,CA-2020-138233,2020-11-09,2020-11-14,Standard Class,PF-19165,Philip Fox,Consumer,United States,Oakland,California,94601,West,Technology,Accessories,Logitech Wireless Gaming Headset G930,TEC-AC-10002001,479.97,3,0,177.5889,1262.3211,Sadie Pawthorne,FALSE
8614,CA-2020-165918,2020-09-10,2020-09-14,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Labels,Avery 487,OFF-LA-10003720,7.38,2,0,3.4686,11.2914,Sadie Pawthorne,FALSE
8615,CA-2020-165918,2020-09-10,2020-09-14,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Binders,Storex Dura Pro Binders,OFF-BI-10004364,14.256,3,0.2,4.455,38.313,Sadie Pawthorne,FALSE
8616,CA-2020-165918,2020-09-10,2020-09-14,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Paper,Xerox 1945,OFF-PA-10000100,81.98,2,0,40.1702,123.7898,Sadie Pawthorne,FALSE
8617,CA-2020-165918,2020-09-10,2020-09-14,Standard Class,BD-11770,Bryan Davis,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Binders,JM Magazine Binder,OFF-BI-10004826,39.624,3,0.2,13.8684,105.0036,Sadie Pawthorne,FALSE
8618,CA-2021-117513,2021-03-03,2021-03-08,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,90004,West,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",FUR-TA-10001520,399.672,7,0.2,-14.9877,2812.6917,Sadie Pawthorne,TRUE
8619,CA-2021-132437,2021-09-08,2021-09-13,Second Class,EM-14095,Eudokia Martin,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,Adjustable Personal File Tote,OFF-ST-10001031,65.12,4,0,16.9312,243.5488,Chuck Magee,FALSE
8620,US-2021-119319,2021-11-06,2021-11-09,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",FUR-FU-10003878,30.56,5,0.6,-19.864,172.664,Roxanne Rodriguez,FALSE
8621,CA-2021-104318,2021-05-13,2021-05-18,Standard Class,FH-14275,Frank Hawley,Corporate,United States,Franklin,Tennessee,37064,South,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,OFF-AP-10000358,20.768,2,0.2,2.3364,39.1996,Fred Suzuki,FALSE
8622,US-2020-114230,2020-11-27,2020-12-01,Standard Class,CM-12235,Chris McAfee,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,Eldon Simplefile Box Office,OFF-ST-10000876,39.808,4,0.2,3.9808,155.2512,Sadie Pawthorne,TRUE
8623,CA-2019-136147,2019-11-13,2019-11-18,Standard Class,FM-14380,Fred McMath,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,Catalog Binders with Expanding Posts,OFF-BI-10004224,121.104,6,0.7,-100.92,827.544,Fred Suzuki,FALSE
8624,CA-2019-136147,2019-11-13,2019-11-18,Standard Class,FM-14380,Fred McMath,Consumer,United States,Miami,Florida,33178,South,Technology,Accessories,Maxell?LTO Ultrium - 800 GB,TEC-AC-10004568,111.96,5,0.2,-1.3995,561.1995,Fred Suzuki,FALSE
8625,CA-2019-156118,2019-12-08,2019-12-12,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,OFF-PA-10000533,15.696,3,0.2,5.1012,41.9868,Sadie Pawthorne,FALSE
8626,CA-2019-164084,2019-09-07,2019-09-12,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,Mobile Personal File Cube,OFF-ST-10003638,70.26,3,0,18.9702,191.8098,Chuck Magee,FALSE
8627,CA-2019-164084,2019-09-07,2019-09-12,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,KeyTronic?E03601U1 -?Keyboard?- Beige,TEC-AC-10002305,90,5,0,16.2,433.8,Chuck Magee,FALSE
8628,CA-2019-164084,2019-09-07,2019-09-12,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",OFF-BI-10000605,6.096,2,0.2,2.0574,10.1346,Chuck Magee,FALSE
8629,CA-2019-164084,2019-09-07,2019-09-12,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,FUR-TA-10003569,481.176,2,0.4,-120.294,1082.646,Chuck Magee,FALSE
8630,CA-2019-164084,2019-09-07,2019-09-12,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,New York City,New York,10011,East,Office Supplies,Fasteners,Assorted Color Push Pins,OFF-FA-10003059,7.24,4,0,2.3892,26.5708,Chuck Magee,FALSE
8631,CA-2020-107783,2020-07-28,2020-07-29,First Class,OT-18730,Olvera Toch,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",FUR-BO-10004409,177.45,5,0.5,-78.078,965.328,Chuck Magee,FALSE
8632,CA-2020-107783,2020-07-28,2020-07-29,First Class,OT-18730,Olvera Toch,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,OFF-BI-10000545,1369.764,6,0.7,-913.176,9131.76,Chuck Magee,FALSE
8633,CA-2020-107783,2020-07-28,2020-07-29,First Class,OT-18730,Olvera Toch,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",OFF-AP-10004052,9.48,3,0.2,0.711,27.729,Chuck Magee,FALSE
8634,CA-2021-159793,2021-08-25,2021-08-29,Standard Class,SV-20365,Seth Vernon,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,Bush Somerset Collection Bookcase,FUR-BO-10001798,130.98,2,0.5,-89.0664,351.0264,Chuck Magee,FALSE
8635,CA-2018-160094,2018-04-30,2018-05-02,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,OFF-AR-10004010,174.95,5,0,45.487,829.263,Fred Suzuki,FALSE
8636,CA-2018-160094,2018-04-30,2018-05-02,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Storage,Economy Rollaway Files,OFF-ST-10000585,826,5,0,214.76,3915.24,Fred Suzuki,FALSE
8637,CA-2021-151281,2021-04-27,2021-05-02,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,FUR-FU-10000397,139.58,7,0,39.0824,937.9776,Sadie Pawthorne,FALSE
8638,CA-2021-118346,2021-07-23,2021-07-24,First Class,PO-19180,Philisse Overcash,Home Office,United States,Kenosha,Wisconsin,53142,Central,Technology,Accessories,Logitech G600 MMO Gaming Mouse,TEC-AC-10000736,399.95,5,0,143.982,1855.768,Roxanne Rodriguez,FALSE
8639,CA-2018-129819,2018-12-13,2018-12-15,Second Class,KC-16675,Kimberly Carter,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",OFF-BI-10004970,12.39,3,0,5.8233,31.3467,Fred Suzuki,FALSE
8640,US-2021-148551,2021-01-12,2021-01-16,Standard Class,DB-13120,David Bremer,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,OFF-BI-10000545,760.98,5,0.8,-1141.47,4946.37,Roxanne Rodriguez,FALSE
8641,CA-2021-147767,2021-12-02,2021-12-02,Same Day,SV-20935,Susan Vittorini,Consumer,United States,Peoria,Arizona,85345,West,Office Supplies,Binders,Vinyl Sectional Post Binders,OFF-BI-10001670,67.86,6,0.7,-45.24,452.4,Sadie Pawthorne,FALSE
8642,CA-2019-108259,2019-11-08,2019-11-15,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Fasteners,OIC Binder Clips,OFF-FA-10000624,31.504,11,0.2,11.814,334.73,Fred Suzuki,FALSE
8643,CA-2019-108259,2019-11-08,2019-11-15,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",OFF-LA-10002945,5.04,1,0.2,1.638,3.402,Fred Suzuki,FALSE
8644,CA-2019-108259,2019-11-08,2019-11-15,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,Poly Designer Cover & Back,OFF-BI-10000315,39.879,7,0.7,-29.2446,308.3976,Fred Suzuki,FALSE
8645,CA-2019-108259,2019-11-08,2019-11-15,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Jacksonville,North Carolina,28540,South,Furniture,Furnishings,Eldon Wave Desk Accessories,FUR-FU-10003981,4.712,1,0.2,1.4136,3.2984,Fred Suzuki,FALSE
8646,CA-2020-113341,2020-11-25,2020-11-29,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,Los Angeles,California,90032,West,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",FUR-CH-10004698,194.352,3,0.2,19.4352,563.6208,Sadie Pawthorne,TRUE
8647,US-2019-131842,2019-12-05,2019-12-08,First Class,RR-19525,Rick Reed,Corporate,United States,Nashville,Tennessee,37211,South,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",FUR-CH-10004477,97.424,2,0.2,10.9602,183.8878,Fred Suzuki,FALSE
8648,CA-2020-164574,2020-07-29,2020-08-03,Standard Class,RH-19555,Ritsa Hightower,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,Fellowes High-Stak Drawer Files,OFF-ST-10003816,704.76,5,0.2,26.4285,3497.3715,Fred Suzuki,FALSE
8649,CA-2020-164574,2020-07-29,2020-08-03,Standard Class,RH-19555,Ritsa Hightower,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",OFF-BI-10002429,27.396,3,0.7,-20.0904,102.2784,Fred Suzuki,FALSE
8650,CA-2018-142769,2018-09-13,2018-09-13,Same Day,RP-19390,Resi P?lking,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Fasteners,OIC Thumb-Tacks,OFF-FA-10000840,5.7,5,0,2.679,25.821,Sadie Pawthorne,TRUE
8651,CA-2018-142769,2018-09-13,2018-09-13,Same Day,RP-19390,Resi P?lking,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,FUR-FU-10001918,14.19,3,0,5.5341,37.0359,Sadie Pawthorne,TRUE
8652,CA-2018-142769,2018-09-13,2018-09-13,Same Day,RP-19390,Resi P?lking,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Supplies,Acme Value Line Scissors,OFF-SU-10001574,7.3,2,0,2.19,12.41,Sadie Pawthorne,TRUE
8653,CA-2018-142769,2018-09-13,2018-09-13,Same Day,RP-19390,Resi P?lking,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,TEC-AC-10001606,199.98,2,0,75.9924,323.9676,Sadie Pawthorne,TRUE
8654,CA-2018-142769,2018-09-13,2018-09-13,Same Day,RP-19390,Resi P?lking,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,TEC-AC-10003399,144.96,4,0,60.8832,518.9568,Sadie Pawthorne,TRUE
8655,CA-2018-142769,2018-09-13,2018-09-13,Same Day,RP-19390,Resi P?lking,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,TEC-AC-10000865,118,2,0,20.06,215.94,Sadie Pawthorne,TRUE
8656,CA-2018-142769,2018-09-13,2018-09-13,Same Day,RP-19390,Resi P?lking,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,Xerox 1942,OFF-PA-10002923,48.94,1,0,24.47,24.47,Sadie Pawthorne,TRUE
8657,CA-2018-142769,2018-09-13,2018-09-13,Same Day,RP-19390,Resi P?lking,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",OFF-AP-10004785,22.66,2,0,9.7438,35.5762,Sadie Pawthorne,TRUE
8658,CA-2020-168361,2020-06-21,2020-06-25,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,OFF-BI-10003727,0.836,1,0.8,-1.3376,2.1736,Roxanne Rodriguez,FALSE
8659,CA-2020-153185,2020-09-03,2020-09-08,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",OFF-PA-10002246,30.96,6,0.2,11.223,174.537,Chuck Magee,FALSE
8660,CA-2021-124765,2021-11-25,2021-11-30,Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,Fort Lauderdale,Florida,33311,South,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,FUR-BO-10003965,723.92,5,0.2,-81.441,3701.041,Fred Suzuki,FALSE
